review,rating
"We spent are first night in Morocco at this lovely hotel. It is well situated. The staff was very helpful especially Abdellatif Lotfi rooms operations manager. He went out of his way to make sure we were comfortable and happy with our room. The room was large, well appointed and comfortable.  Thank you Abdellatif.",5
"Though only staying for one night La Tour Hassan Palace was a very pleasant place to be. Good sized bedroom and bathroom overlooking the pool.  Very well maintained, the whole place oozed quality. Hotel a mix of the traditional and the modern. The area around the pool offered shade from the hot sun and good quality bar meals were available here. Breakfast offers a large choice and is also taken by the pool. The staff at all times were extremely good, pleasant and efficient. Very highly recommended.",5
"Lovely hotel but lacking in service.  At the pool in afternoon. Everyone standing around. No one came to offer service. Finally went up to bar to request service. Told someone would be out. No one came. Once again went to bar, ordered. Took 45 minutes to receive 2 drinks!  Made reservation for a car pickup to go to,a restaurant. Never e arrived. After 30 minutes got a taxi from street. Manager never available during those times.",5
"This hotel is very impressive. I would say it’s more on the scale to a higher end hotel. From check in to check out everything was just perfect. The staff were wonderful. It was my birthday and they surprised me by brining a cake to our room. That was the most sweetest, kindest and thoughtful thing someone could do. I really appreciated that and thank you to all of you at the Hassan Palace. Our room was so beautiful and comfortable. The breakfast was really good. You’re made to feel that it was all especially prepared for you. The pool was nice but water was very cold. We also experienced our first hamman here and it was really the best.  The hotel is close to town and walking distance to the Medina.",5
"A wonderful hotel.  We spent two nights there . Great service,  wonderful assortment for breakfast, comfortable room spacious and clean, easy access to major sights and restaurants. Highly recommend. Beautiful garden.",5
"LOVELY hotel!  This was our ""splurge"" while in Morocco, but it was well worth it.  Lovely staff, lobby, pool area, etc.  The rooms are clean, but a bit small.  However, the service was impeccable.  Every night there was a knock on the door to see if we needed anything.  If we didn't, they handed us chocolates :)  Would highly recommend!",5
"We stayed here for three nights during the summer and had a wonderful experience. The staff was all very friendly, and fluent in English / French / Moroccan Arabic. Any small or minor issue that came up was resolved quickly. Breakfast is incredible -- good mix of Moroccan-style breakfast foods and more ""western"" style foods.  The ""gym"" is about what you'd expect from a hotel gym, but unfortunately only one of the treadmills was working so had to wait a little while to jog. The free weights and machines were well maintained.  Room was comfortable and had a nice view of the interior courtyard. Room service takes about 45 minutes and seems to come from the restaurants (very wide variety of food, and very high quality).   Location is excellent -- you can walk from the train station (about 10 minutes), and also to the waterfront / market areas.  Finally, the building itself is stunning -- it's a beautiful mix of old, traditional Moroccan tiles and mosaics and fountains, with a modern flare.   Highly recommend:  - Get something to eat from the Moroccan restaurant. We had a chicken tagine that was incredible, and the fish was very good too.  - Spend some time by the pool. There is seating in the shade and sun, and the ambiance / surroundings are beautiful and relaxing.  - Have a drink on the outdoor patio and enjoy the architecture. Don't take the beautiful building for granted!…",5
"Highly recommended!  Our family enjoyed staying at the Tour Hassan Palace Hotel for a week.  Our room was spacious, quiet and clean with a lovely view of the courtyard and pool.  Breakfast was a generous buffet of fresh juices and fruits, breads and pastries and custom-cooked egg dishes and crepes as well as hot and cold traditional Moroccan food.  We ate dinner there several evenings and the food was wonderful. Staff were attentive and helpful arranging taxis.  Location is good, in walking distance of the old waterfront area and markets as well as the Tour Hassan itself.  We would be happy to return.",5
"As pilot flying to Rabat I’m used to come to La tour Hassan hotel. It’s always a great pleasure to come here. Always a warm welcome and I feel like home. Service is warm and welcoming in every part of the hotel. It’s very clean, rooms are calm and the food is great. Small but beautiful spa. No way to go elsewhere 🙆",5
"Had a lunch in the epicurien restaurant , and it was amazing , so pleased about the hospitality and the joyful conversation of the mettre of the restaurant monsieur Mohamed  that made us enjoying our lunch  and the food was very delicious food  a bit expensive but it worth it , very charming table next to the pool with a nice view of the garden , nice experience",5
"This hotel was lovely from start to finish. Every staff member we met was helpful, friendly. They arranged cars for us. Made recommendations. Once we had eaten in the hotel restaurant (DELICIOUS) a couple tunes they started making suggestions and one might even brought some special menu items as they prepare to bring back (since Covid) more dining options in July.  The food was amazing. Good presentation. Delicious and creative and interesting. Food Service a little slow for our American personalities but I think this was also due to just scaling back up now from Covid cutbacks.  The breakfast buffet!!! So good",5
